"target_end_date","location","target","quantile","truth","value","model","window_size"
2020-11-21,"50","1 wk ahead inc case",0.25,703,573.955937886329,"EWA",4
2020-11-21,"50","1 wk ahead inc case",0.5,703,699.341422626602,"EWA",4
2020-11-21,"50","1 wk ahead inc case",0.75,703,855.206984536303,"EWA",4
2020-11-21,"50","1 wk ahead inc case",0.9,703,1007.57417087454,"EWA",4
2020-11-21,"50","1 wk ahead inc case",0.975,703,1225.10110333303,"EWA",4
2020-11-21,"51","1 wk ahead inc case",0.025,14880,6951.55184131301,"EWA",4
2020-11-21,"51","1 wk ahead inc case",0.1,14880,8154.67045682141,"EWA",4
2020-11-21,"51","1 wk ahead inc case",0.25,14880,9377.5640713891,"EWA",4
2020-11-21,"51","1 wk ahead inc case",0.5,14880,10730.3050961004,"EWA",4
2020-11-21,"51","1 wk ahead inc case",0.75,14880,12206.0443716833,"EWA",4
2020-11-21,"51","1 wk ahead inc case",0.9,14880,13682.0057686451,"EWA",4
2020-11-21,"51","1 wk ahead inc case",0.975,14880,15262.5076817438,"EWA",4
